Rows = 3
Cols = 3
T = 22.6919
TPM:
0.00137284	0.00137284	0.00137284	0.00137284	0.00137284	0.00137284	0.00137284	0.00137284	0.00137284	
0.00195312	0.00163748	0.00163748	0.00163748	0.00137284	0.00137284	0.00163748	0.00137284	0.00137284	
0.00163748	0.00195312	0.00163748	0.00137284	0.00163748	0.00137284	0.00137284	0.00163748	0.00137284	
0.00195312	0.00195312	0.00195312	0.00163748	0.00163748	0.00137284	0.00163748	0.00163748	0.00137284	
0.00163748	0.00163748	0.00195312	0.00137284	0.00137284	0.00163748	0.00137284	0.00137284	0.00163748	
0.00195312	0.00195312	0.00195312	0.00163748	0.00137284	0.00163748	0.00163748	0.00137284	0.00163748	
0.00195312	0.00195312	0.00195312	0.00137284	0.00163748	0.00163748	0.00137284	0.00163748	0.00163748	
0.00195312	0.00195312	0.00195312	0.00163748	0.00163748	0.00163748	0.00163748	0.00163748	0.00163748	
0.00163748	0.00137284	0.00137284	0.00195312	0.00163748	0.00163748	0.00163748	0.00137284	0.00137284	
0.00195312	0.00163748	0.00163748	0.00195312	0.00163748	0.00163748	0.00195312	0.00137284	0.00137284	
0.00195312	0.00195312	0.00163748	0.00195312	0.00195312	0.00163748	0.00163748	0.00163748	0.00137284	
0.00195312	0.00195312	0.00195312	0.00195312	0.00195312	0.00163748	0.00195312	0.00163748	0.00137284	
0.00195312	0.00163748	0.00195312	0.00195312	0.00163748	0.00195312	0.00163748	0.00137284	0.00163748	
0.00195312	0.00195312	0.00195312	0.00195312	0.00163748	0.00195312	0.00195312	0.00137284	0.00163748	
0.00195312	0.00195312	0.00195312	0.00195312	0.00195312	0.00195312	0.00163748	0.00163748	0.00163748	
0.00163748	0.00195312	0.00195312	0.00195312	0.00195312	0.00195312	0.00195312	0.00163748	0.00163748	
0.00137284	0.00163748	0.00137284	0.00163748	0.00195312	0.00163748	0.00137284	0.00163748	0.00137284	
0.00195312	0.00195312	0.00163748	0.00195312	0.00195312	0.00163748	0.00163748	0.00163748	0.00137284	
0.00163748	0.00195312	0.00163748	0.00163748	0.00195312	0.00163748	0.00137284	0.00195312	0.00137284	
0.00195312	0.00195312	0.00195312	0.00195312	0.00195312	0.00163748	0.00163748	0.00195312	0.00137284	
